transaction_id,upi_rrn,amount_inr,timestamp,delivery_status,item_consumed,delivery_delay_sec,claim_filed,dispute_reason,is_fraud_label,risk_score,predicted_is_fraud,decision_action,reason_code
TXN_100036,472681300933,13785.55,2026-09-02 16:22:45,DELIVERED,True,11,True,PAID_BUT_NOT_RECEIVED,1,0.97,1,DEFEND_NPCI_DISPUTE,FRIENDLY_FRAUD_DETECTED: Product delivered and redeemed. Claim 'PAID_BUT_NOT_RECEIVED' contradicts delivery evidence.
TXN_100037,402098545541,1766.83,2026-08-22 22:38:45,DELIVERED,True,15,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100038,442119777069,3667.84,2026-08-17 09:15:45,DELIVERED,True,15,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100039,408928193543,11005.42,2026-08-09 13:45:45,DELIVERED,True,25,True,PAID_BUT_NOT_RECEIVED,1,0.94,1,DEFEND_NPCI_DISPUTE,FRIENDLY_FRAUD_DETECTED: Product delivered and redeemed. Claim 'PAID_BUT_NOT_RECEIVED' contradicts delivery evidence.
TXN_100040,417720006480,9930.29,2026-08-31 10:41:45,DELIVERED,True,3,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100041,469857886275,13099.25,2026-08-25 16:20:45,DELIVERED,True,4,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100042,477004097118,11353.45,2026-08-15 13:52:45,DELIVERED,True,12,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100043,452878418842,14927.73,2026-09-05 00:00:45,DELIVERED,True,6,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100044,462352513460,1902.96,2026-08-16 15:35:45,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0,0.02,0,AUTO_APPROVE_REFUND,VALID_DISPUTE: System timeout confirmed. Order failed and item was not delivered/consumed.
TXN_100045,443224662108,413.41,2026-08-31 15:11:45,DELIVERED,True,4,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100046,432592102130,207.14,2026-09-04 03:29:45,DELIVERED,True,2,True,PAID_BUT_NOT_RECEIVED,1,0.9,1,DEFEND_NPCI_DISPUTE,FRIENDLY_FRAUD_DETECTED: Product delivered and redeemed. Claim 'PAID_BUT_NOT_RECEIVED' contradicts delivery evidence.
TXN_100047,409573232084,13590.76,2026-08-21 11:04:45,DELIVERED,True,2,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100048,432273054800,4249.31,2026-08-28 12:22:45,DELIVERED,True,4,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100049,419495861299,10877.95,2026-09-01 09:53:45,DELIVERED,True,10,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100050,432094877689,11790.83,2026-08-24 22:47:45,DELIVERED,True,4,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100051,413290028116,9918.84,2026-08-22 13:09:45,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0,0.11,0,AUTO_APPROVE_REFUND,VALID_DISPUTE: System timeout confirmed. Order failed and item was not delivered/consumed.
TXN_100052,457653831185,7058.67,2026-08-08 21:20:45,DELIVERED,True,22,True,PAID_BUT_NOT_RECEIVED,1,0.97,1,DEFEND_NPCI_DISPUTE,FRIENDLY_FRAUD_DETECTED: Product delivered and redeemed. Claim 'PAID_BUT_NOT_RECEIVED' contradicts delivery evidence.
TXN_100053,415660222785,1003.13,2026-08-21 20:46:45,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0,0.02,0,AUTO_APPROVE_REFUND,VALID_DISPUTE: System timeout confirmed. Order failed and item was not delivered/consumed.
TXN_100054,430534077991,2954.69,2026-08-30 19:56:45,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0,0.06,0,AUTO_APPROVE_REFUND,VALID_DISPUTE: System timeout confirmed. Order failed and item was not delivered/consumed.
TXN_100055,419106649725,6386.04,2026-08-19 02:24:45,DELIVERED,True,8,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100056,412555330172,6702.65,2026-08-31 11:16:45,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0,0.06,0,AUTO_APPROVE_REFUND,VALID_DISPUTE: System timeout confirmed. Order failed and item was not delivered/consumed.
TXN_100057,404715482085,9816.96,2026-08-31 00:37:45,DELIVERED,True,14,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100058,422490078656,6155.57,2026-08-28 07:56:45,DELIVERED,True,4,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100059,455253252721,13546.4,2026-08-13 21:59:45,DELIVERED,True,7,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100060,436036587044,13905.12,2026-08-27 03:09:45,DELIVERED,True,5,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100061,496306083818,14364.03,2026-08-31 17:12:45,DELIVERED,True,11,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100062,467510049482,2406.47,2026-08-19 22:15:45,DELIVERED,True,4,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100063,408455542342,8729.79,2026-08-31 02:23:45,DELIVERED,True,2,True,PAID_BUT_NOT_RECEIVED,1,0.47,0,AUTO_APPROVE_REFUND,EDGE_CASE_TIMEOUT: Delayed redemption log misled initial evaluation.
TXN_100064,446162203547,951.76,2026-09-02 00:14:45,DELIVERED,True,8,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100065,472381880778,2445.75,2026-08-29 12:51:45,DELIVERED,True,2,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100066,425131324880,1120.97,2026-08-09 12:23:45,DELIVERED,True,11,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100067,433766256364,6116.26,2026-09-01 08:24:45,DELIVERED,True,4,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100068,484090817027,692.15,2026-08-10 03:42:45,DELIVERED,True,14,True,PAID_BUT_NOT_RECEIVED,1,0.95,1,DEFEND_NPCI_DISPUTE,FRIENDLY_FRAUD_DETECTED: Product delivered and redeemed. Claim 'PAID_BUT_NOT_RECEIVED' contradicts delivery evidence.
TXN_100069,480132807570,8521.88,2026-08-20 19:43:45,DELIVERED,True,15,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100070,426889783906,10078.92,2026-08-20 17:20:45,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0,0.07,0,AUTO_APPROVE_REFUND,VALID_DISPUTE: System timeout confirmed. Order failed and item was not delivered/consumed.
TXN_100071,435384886749,5997.21,2026-09-04 19:13:45,DELIVERED,True,10,True,PAID_BUT_NOT_RECEIVED,1,0.9,1,DEFEND_NPCI_DISPUTE,FRIENDLY_FRAUD_DETECTED: Product delivered and redeemed. Claim 'PAID_BUT_NOT_RECEIVED' contradicts delivery evidence.
TXN_100072,444913437557,13942.37,2026-08-09 17:24:45,DELIVERED,True,1,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100073,483572699943,14976.97,2026-08-10 23:22:45,DELIVERED,True,2,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100074,428078925963,7637.68,2026-08-12 10:50:45,DELIVERED,True,30,True,PAID_BUT_NOT_RECEIVED,1,0.97,1,DEFEND_NPCI_DISPUTE,FRIENDLY_FRAUD_DETECTED: Product delivered and redeemed. Claim 'PAID_BUT_NOT_RECEIVED' contradicts delivery evidence.
TXN_100075,448293833828,4346.31,2026-08-26 08:46:45,DELIVERED,True,27,True,PAID_BUT_NOT_RECEIVED,1,0.98,1,DEFEND_NPCI_DISPUTE,FRIENDLY_FRAUD_DETECTED: Product delivered and redeemed. Claim 'PAID_BUT_NOT_RECEIVED' contradicts delivery evidence.
TXN_100076,496822383884,4607.51,2026-09-05 04:28:45,DELIVERED,True,17,True,PAID_BUT_NOT_RECEIVED,1,0.98,1,DEFEND_NPCI_DISPUTE,FRIENDLY_FRAUD_DETECTED: Product delivered and redeemed. Claim 'PAID_BUT_NOT_RECEIVED' contradicts delivery evidence.
TXN_100077,490227913200,12274.85,2026-08-20 01:10:45,DELIVERED,True,30,True,PAID_BUT_NOT_RECEIVED,1,0.9,1,DEFEND_NPCI_DISPUTE,FRIENDLY_FRAUD_DETECTED: Product delivered and redeemed. Claim 'PAID_BUT_NOT_RECEIVED' contradicts delivery evidence.
TXN_100078,415734134727,14090.06,2026-08-12 12:50:45,DELIVERED,True,5,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100079,499243963817,8343.03,2026-08-18 19:38:45,DELIVERED,True,5,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100080,428367528107,10792.42,2026-08-15 16:32:45,DELIVERED,True,11,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100081,469853278950,7379.12,2026-08-08 17:39:45,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0,0.05,0,AUTO_APPROVE_REFUND,VALID_DISPUTE: System timeout confirmed. Order failed and item was not delivered/consumed.
TXN_100082,486295764809,6411.28,2026-08-19 00:22:45,DELIVERED,True,2,True,PAID_BUT_NOT_RECEIVED,1,0.91,1,DEFEND_NPCI_DISPUTE,FRIENDLY_FRAUD_DETECTED: Product delivered and redeemed. Claim 'PAID_BUT_NOT_RECEIVED' contradicts delivery evidence.
TXN_100083,442964901582,11589.68,2026-09-04 10:03:45,DELIVERED,True,5,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100084,499478237119,6683.35,2026-08-25 21:18:45,DELIVERED,True,9,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100085,412926432934,1221.13,2026-08-13 04:58:45,DELIVERED,True,9,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100086,478895181912,8332.62,2026-08-25 23:36:45,DELIVERED,True,3,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100087,438834359262,5533.31,2026-08-08 05:44:45,DELIVERED,True,29,True,PAID_BUT_NOT_RECEIVED,1,0.92,1,DEFEND_NPCI_DISPUTE,FRIENDLY_FRAUD_DETECTED: Product delivered and redeemed. Claim 'PAID_BUT_NOT_RECEIVED' contradicts delivery evidence.
TXN_100088,427306582726,10262.79,2026-08-11 02:26:45,DELIVERED,True,12,True,PAID_BUT_NOT_RECEIVED,1,0.94,1,DEFEND_NPCI_DISPUTE,FRIENDLY_FRAUD_DETECTED: Product delivered and redeemed. Claim 'PAID_BUT_NOT_RECEIVED' contradicts delivery evidence.
TXN_100089,476365017788,13273.61,2026-08-24 22:02:45,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0,0.1,0,AUTO_APPROVE_REFUND,VALID_DISPUTE: System timeout confirmed. Order failed and item was not delivered/consumed.
TXN_100090,485786976772,11267.22,2026-08-17 04:44:45,DELIVERED,True,14,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100091,401770791023,2772.47,2026-08-21 13:00:45,DELIVERED,True,13,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100092,459832398633,12053.3,2026-08-17 17:13:45,DELIVERED,True,9,True,PAID_BUT_NOT_RECEIVED,1,0.99,1,DEFEND_NPCI_DISPUTE,FRIENDLY_FRAUD_DETECTED: Product delivered and redeemed. Claim 'PAID_BUT_NOT_RECEIVED' contradicts delivery evidence.
TXN_100093,415896868772,5799.87,2026-08-08 04:27:45,DELIVERED,True,28,True,PAID_BUT_NOT_RECEIVED,1,0.9,1,DEFEND_NPCI_DISPUTE,FRIENDLY_FRAUD_DETECTED: Product delivered and redeemed. Claim 'PAID_BUT_NOT_RECEIVED' contradicts delivery evidence.
TXN_100094,432086369317,3073.64,2026-08-27 08:56:45,DELIVERED,True,6,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100095,431042286266,452.6,2026-08-15 05:06:45,DELIVERED,True,13,True,PAID_BUT_NOT_RECEIVED,1,0.47,0,AUTO_APPROVE_REFUND,EDGE_CASE_TIMEOUT: Delayed redemption log misled initial evaluation.
TXN_100096,435769612716,12978.86,2026-08-19 03:02:45,DELIVERED,True,6,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100097,471474619829,6055.21,2026-08-30 19:51:45,DELIVERED,True,6,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100098,404033992825,1818.59,2026-08-18 07:28:45,DELIVERED,True,3,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100099,438584055930,670.03,2026-09-02 13:46:45,DELIVERED,True,7,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100100,446327356259,6602.27,2026-08-29 16:46:45,DELIVERED,True,2,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100101,428246230573,3895.37,2026-08-26 06:27:45,DELIVERED,True,1,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100102,476478381824,10334.17,2026-08-15 09:22:45,DELIVERED,True,12,True,PAID_BUT_NOT_RECEIVED,1,0.96,1,DEFEND_NPCI_DISPUTE,FRIENDLY_FRAUD_DETECTED: Product delivered and redeemed. Claim 'PAID_BUT_NOT_RECEIVED' contradicts delivery evidence.
TXN_100103,410442342819,14238.23,2026-08-21 10:49:45,DELIVERED,True,10,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100104,491542570630,12735.43,2026-08-20 02:11:45,DELIVERED,True,9,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100105,491522680726,6185.05,2026-08-24 17:41:45,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0,0.02,0,AUTO_APPROVE_REFUND,VALID_DISPUTE: System timeout confirmed. Order failed and item was not delivered/consumed.
TXN_100106,441649192998,8360.75,2026-08-15 03:42:45,DELIVERED,True,7,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100107,491822729791,11247.2,2026-08-14 08:15:45,DELIVERED,True,10,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100108,441098994137,6150.52,2026-08-06 10:36:45,DELIVERED,True,10,True,PAID_BUT_NOT_RECEIVED,1,0.89,1,DEFEND_NPCI_DISPUTE,FRIENDLY_FRAUD_DETECTED: Product delivered and redeemed. Claim 'PAID_BUT_NOT_RECEIVED' contradicts delivery evidence.
TXN_100109,427002088812,6505.33,2026-09-01 19:39:45,DELIVERED,True,10,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100110,445761612202,7028.32,2026-08-26 13:07:45,DELIVERED,True,11,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100111,469637317274,7150.47,2026-08-14 03:30:45,DELIVERED,True,11,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100112,439018899720,7780.23,2026-09-04 05:30:45,DELIVERED,True,10,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100113,410029557211,12294.51,2026-08-17 02:42:45,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0,0.08,0,AUTO_APPROVE_REFUND,VALID_DISPUTE: System timeout confirmed. Order failed and item was not delivered/consumed.
TXN_100114,441544341056,3447.15,2026-08-15 11:40:45,DELIVERED,True,5,True,PAID_BUT_NOT_RECEIVED,1,0.89,1,DEFEND_NPCI_DISPUTE,FRIENDLY_FRAUD_DETECTED: Product delivered and redeemed. Claim 'PAID_BUT_NOT_RECEIVED' contradicts delivery evidence.
TXN_100115,404399873551,3748.15,2026-08-28 01:08:45,DELIVERED,True,20,True,PAID_BUT_NOT_RECEIVED,1,0.92,1,DEFEND_NPCI_DISPUTE,FRIENDLY_FRAUD_DETECTED: Product delivered and redeemed. Claim 'PAID_BUT_NOT_RECEIVED' contradicts delivery evidence.
TXN_100116,460442337008,6275.17,2026-09-04 02:02:45,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0,0.08,0,AUTO_APPROVE_REFUND,VALID_DISPUTE: System timeout confirmed. Order failed and item was not delivered/consumed.
TXN_100117,428242291466,10803.35,2026-08-23 21:34:45,DELIVERED,True,16,True,PAID_BUT_NOT_RECEIVED,1,0.93,1,DEFEND_NPCI_DISPUTE,FRIENDLY_FRAUD_DETECTED: Product delivered and redeemed. Claim 'PAID_BUT_NOT_RECEIVED' contradicts delivery evidence.
TXN_100118,431781267043,2298.81,2026-08-06 16:13:45,DELIVERED,True,15,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100119,431890760083,2720.71,2026-08-29 23:54:45,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0,0.09,0,AUTO_APPROVE_REFUND,VALID_DISPUTE: System timeout confirmed. Order failed and item was not delivered/consumed.
TXN_100120,406290193878,8405.35,2026-08-11 22:43:45,DELIVERED,True,8,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100121,492189940734,8013.87,2026-08-31 20:39:45,DELIVERED,True,20,True,PAID_BUT_NOT_RECEIVED,1,0.94,1,DEFEND_NPCI_DISPUTE,FRIENDLY_FRAUD_DETECTED: Product delivered and redeemed. Claim 'PAID_BUT_NOT_RECEIVED' contradicts delivery evidence.
TXN_100122,483505217012,12243.6,2026-08-29 09:31:45,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0,0.06,0,AUTO_APPROVE_REFUND,VALID_DISPUTE: System timeout confirmed. Order failed and item was not delivered/consumed.
TXN_100123,476909355449,6744.11,2026-08-13 16:00:45,DELIVERED,True,12,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100124,468124601904,6806.04,2026-08-17 16:13:45,DELIVERED,True,14,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100125,437098473391,11510.62,2026-08-30 03:33:45,DELIVERED,True,8,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100126,432756635113,4191.5,2026-08-09 22:47:45,DELIVERED,True,12,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100127,431291964145,4148.56,2026-08-20 23:22:45,DELIVERED,True,29,True,PAID_BUT_NOT_RECEIVED,1,0.93,1,DEFEND_NPCI_DISPUTE,FRIENDLY_FRAUD_DETECTED: Product delivered and redeemed. Claim 'PAID_BUT_NOT_RECEIVED' contradicts delivery evidence.
TXN_100128,410909870727,2161.77,2026-08-16 22:45:45,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0,0.73,1,DEFEND_NPCI_DISPUTE,SUSPICIOUS_RETRY_PATTERN: Repeated dispute claims across multiple merchant endpoints.
TXN_100129,496134404563,2376.8,2026-08-16 03:51:45,DELIVERED,True,2,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100130,457616418900,5030.13,2026-08-27 15:04:45,DELIVERED,True,7,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
TXN_100131,426037232988,12510.08,2026-08-24 03:34:45,DELIVERED,True,15,False,NONE,0,0.05,0,PASS_NO_ACTION,Standard transaction - no active dispute claim.
