transaction_id,upi_rrn,amount_inr,timestamp,delivery_status,item_consumed,delivery_delay_sec,claim_filed,dispute_reason,is_fraud_label
TXN_100035,447901079933,11461.41,2026-08-24 21:16:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100036,472681300933,13785.55,2026-08-27 14:20:57,DELIVERED,True,11,True,PAID_BUT_NOT_RECEIVED,1
TXN_100037,402098545541,1766.83,2026-08-16 20:36:57,DELIVERED,True,15,False,NONE,0
TXN_100038,442119777069,3667.84,2026-08-11 07:13:57,DELIVERED,True,15,False,NONE,0
TXN_100039,408928193543,11005.42,2026-08-03 11:43:57,DELIVERED,True,25,True,PAID_BUT_NOT_RECEIVED,1
TXN_100040,417720006480,9930.29,2026-08-25 08:39:57,DELIVERED,True,3,False,NONE,0
TXN_100041,469857886275,13099.25,2026-08-19 14:18:57,DELIVERED,True,4,False,NONE,0
TXN_100042,477004097118,11353.45,2026-08-09 11:50:57,DELIVERED,True,12,False,NONE,0
TXN_100043,452878418842,14927.73,2026-08-29 21:58:57,DELIVERED,True,6,False,NONE,0
TXN_100044,462352513460,1902.96,2026-08-10 13:33:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100045,443224662108,413.41,2026-08-25 13:09:57,DELIVERED,True,4,False,NONE,0
TXN_100046,432592102130,207.14,2026-08-29 01:27:57,DELIVERED,True,2,True,PAID_BUT_NOT_RECEIVED,1
TXN_100047,409573232084,13590.76,2026-08-15 09:02:57,DELIVERED,True,2,False,NONE,0
TXN_100048,432273054800,4249.31,2026-08-22 10:20:57,DELIVERED,True,4,False,NONE,0
TXN_100049,419495861299,10877.95,2026-08-26 07:51:57,DELIVERED,True,10,False,NONE,0
TXN_100050,432094877689,11790.83,2026-08-18 20:45:57,DELIVERED,True,4,False,NONE,0
TXN_100051,413290028116,9918.84,2026-08-16 11:07:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100052,457653831185,7058.67,2026-08-02 19:18:57,DELIVERED,True,22,True,PAID_BUT_NOT_RECEIVED,1
TXN_100053,415660222785,1003.13,2026-08-15 18:44:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100054,430534077991,2954.69,2026-08-24 17:54:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100055,419106649725,6386.04,2026-08-13 00:22:57,DELIVERED,True,8,False,NONE,0
TXN_100056,412555330172,6702.65,2026-08-25 09:14:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100057,404715482085,9816.96,2026-08-24 22:35:57,DELIVERED,True,14,False,NONE,0
TXN_100058,422490078656,6155.57,2026-08-22 05:54:57,DELIVERED,True,4,False,NONE,0
TXN_100059,455253252721,13546.4,2026-08-07 19:57:57,DELIVERED,True,7,False,NONE,0
TXN_100060,436036587044,13905.12,2026-08-21 01:07:57,DELIVERED,True,5,False,NONE,0
TXN_100061,496306083818,14364.03,2026-08-25 15:10:57,DELIVERED,True,11,False,NONE,0
TXN_100062,467510049482,2406.47,2026-08-13 20:13:57,DELIVERED,True,4,False,NONE,0
TXN_100063,408455542342,8729.79,2026-08-25 00:21:57,DELIVERED,True,2,True,PAID_BUT_NOT_RECEIVED,1
TXN_100064,446162203547,951.76,2026-08-26 22:12:57,DELIVERED,True,8,False,NONE,0
TXN_100065,472381880778,2445.75,2026-08-23 10:49:57,DELIVERED,True,2,False,NONE,0
TXN_100066,425131324880,1120.97,2026-08-03 10:21:57,DELIVERED,True,11,False,NONE,0
TXN_100067,433766256364,6116.26,2026-08-26 06:22:57,DELIVERED,True,4,False,NONE,0
TXN_100068,484090817027,692.15,2026-08-04 01:40:57,DELIVERED,True,14,True,PAID_BUT_NOT_RECEIVED,1
TXN_100069,480132807570,8521.88,2026-08-14 17:41:57,DELIVERED,True,15,False,NONE,0
TXN_100070,426889783906,10078.92,2026-08-14 15:18:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100071,435384886749,5997.21,2026-08-29 17:11:57,DELIVERED,True,10,True,PAID_BUT_NOT_RECEIVED,1
TXN_100072,444913437557,13942.37,2026-08-03 15:22:57,DELIVERED,True,1,False,NONE,0
TXN_100073,483572699943,14976.97,2026-08-04 21:20:57,DELIVERED,True,2,False,NONE,0
TXN_100074,428078925963,7637.68,2026-08-06 08:48:57,DELIVERED,True,30,True,PAID_BUT_NOT_RECEIVED,1
TXN_100075,448293833828,4346.31,2026-08-20 06:44:57,DELIVERED,True,27,True,PAID_BUT_NOT_RECEIVED,1
TXN_100076,496822383884,4607.51,2026-08-30 02:26:57,DELIVERED,True,17,True,PAID_BUT_NOT_RECEIVED,1
TXN_100077,490227913200,12274.85,2026-08-13 23:08:57,DELIVERED,True,30,True,PAID_BUT_NOT_RECEIVED,1
TXN_100078,415734134727,14090.06,2026-08-06 10:48:57,DELIVERED,True,5,False,NONE,0
TXN_100079,499243963817,8343.03,2026-08-12 17:36:57,DELIVERED,True,5,False,NONE,0
TXN_100080,428367528107,10792.42,2026-08-09 14:30:57,DELIVERED,True,11,False,NONE,0
TXN_100081,469853278950,7379.12,2026-08-02 15:37:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100082,486295764809,6411.28,2026-08-12 22:20:57,DELIVERED,True,2,True,PAID_BUT_NOT_RECEIVED,1
TXN_100083,442964901582,11589.68,2026-08-29 08:01:57,DELIVERED,True,5,False,NONE,0
TXN_100084,499478237119,6683.35,2026-08-19 19:16:57,DELIVERED,True,9,False,NONE,0
TXN_100085,412926432934,1221.13,2026-08-07 02:56:57,DELIVERED,True,9,False,NONE,0
TXN_100086,478895181912,8332.62,2026-08-19 21:34:57,DELIVERED,True,3,False,NONE,0
TXN_100087,438834359262,5533.31,2026-08-02 03:42:57,DELIVERED,True,29,True,PAID_BUT_NOT_RECEIVED,1
TXN_100088,427306582726,10262.79,2026-08-05 00:24:57,DELIVERED,True,12,True,PAID_BUT_NOT_RECEIVED,1
TXN_100089,476365017788,13273.61,2026-08-18 20:00:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100090,485786976772,11267.22,2026-08-11 02:42:57,DELIVERED,True,14,False,NONE,0
TXN_100091,401770791023,2772.47,2026-08-15 10:58:57,DELIVERED,True,13,False,NONE,0
TXN_100092,459832398633,12053.3,2026-08-11 15:11:57,DELIVERED,True,9,True,PAID_BUT_NOT_RECEIVED,1
TXN_100093,415896868772,5799.87,2026-08-02 02:25:57,DELIVERED,True,28,True,PAID_BUT_NOT_RECEIVED,1
TXN_100094,432086369317,3073.64,2026-08-21 06:54:57,DELIVERED,True,6,False,NONE,0
TXN_100095,431042286266,452.6,2026-08-09 03:04:57,DELIVERED,True,13,True,PAID_BUT_NOT_RECEIVED,1
TXN_100096,435769612716,12978.86,2026-08-13 01:00:57,DELIVERED,True,6,False,NONE,0
TXN_100097,471474619829,6055.21,2026-08-24 17:49:57,DELIVERED,True,6,False,NONE,0
TXN_100098,404033992825,1818.59,2026-08-12 05:26:57,DELIVERED,True,3,False,NONE,0
TXN_100099,438584055930,670.03,2026-08-27 11:44:57,DELIVERED,True,7,False,NONE,0
TXN_100100,446327356259,6602.27,2026-08-23 14:44:57,DELIVERED,True,2,False,NONE,0
TXN_100101,428246230573,3895.37,2026-08-20 04:25:57,DELIVERED,True,1,False,NONE,0
TXN_100102,476478381824,10334.17,2026-08-09 07:20:57,DELIVERED,True,12,True,PAID_BUT_NOT_RECEIVED,1
TXN_100103,410442342819,14238.23,2026-08-15 08:47:57,DELIVERED,True,10,False,NONE,0
TXN_100104,491542570630,12735.43,2026-08-14 00:09:57,DELIVERED,True,9,False,NONE,0
TXN_100105,491522680726,6185.05,2026-08-18 15:39:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100106,441649192998,8360.75,2026-08-09 01:40:57,DELIVERED,True,7,False,NONE,0
TXN_100107,491822729791,11247.2,2026-08-08 06:13:57,DELIVERED,True,10,False,NONE,0
TXN_100108,441098994137,6150.52,2026-07-31 08:34:57,DELIVERED,True,10,True,PAID_BUT_NOT_RECEIVED,1
TXN_100109,427002088812,6505.33,2026-08-26 17:37:57,DELIVERED,True,10,False,NONE,0
TXN_100110,445761612202,7028.32,2026-08-20 11:05:57,DELIVERED,True,11,False,NONE,0
TXN_100111,469637317274,7150.47,2026-08-08 01:28:57,DELIVERED,True,11,False,NONE,0
TXN_100112,439018899720,7780.23,2026-08-29 03:28:57,DELIVERED,True,10,False,NONE,0
TXN_100113,410029557211,12294.51,2026-08-11 00:40:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100114,441544341056,3447.15,2026-08-09 09:38:57,DELIVERED,True,5,True,PAID_BUT_NOT_RECEIVED,1
TXN_100115,404399873551,3748.15,2026-08-21 23:06:57,DELIVERED,True,20,True,PAID_BUT_NOT_RECEIVED,1
TXN_100116,460442337008,6275.17,2026-08-29 00:00:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100117,428242291466,10803.35,2026-08-17 19:32:57,DELIVERED,True,16,True,PAID_BUT_NOT_RECEIVED,1
TXN_100118,431781267043,2298.81,2026-07-31 14:11:57,DELIVERED,True,15,False,NONE,0
TXN_100119,431890760083,2720.71,2026-08-23 21:52:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100120,406290193878,8405.35,2026-08-05 20:41:57,DELIVERED,True,8,False,NONE,0
TXN_100121,492189940734,8013.87,2026-08-25 18:37:57,DELIVERED,True,20,True,PAID_BUT_NOT_RECEIVED,1
TXN_100122,483505217012,12243.6,2026-08-23 07:29:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100123,476909355449,6744.11,2026-08-07 13:58:57,DELIVERED,True,12,False,NONE,0
TXN_100124,468124601904,6806.04,2026-08-11 14:11:57,DELIVERED,True,14,False,NONE,0
TXN_100125,437098473391,11510.62,2026-08-24 01:31:57,DELIVERED,True,8,False,NONE,0
TXN_100126,432756635113,4191.5,2026-08-03 20:45:57,DELIVERED,True,12,False,NONE,0
TXN_100127,431291964145,4148.56,2026-08-14 21:20:57,DELIVERED,True,29,True,PAID_BUT_NOT_RECEIVED,1
TXN_100128,410909870727,2161.77,2026-08-10 20:43:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100129,496134404563,2376.8,2026-08-10 01:49:57,DELIVERED,True,2,False,NONE,0
TXN_100130,457616418900,5030.13,2026-08-21 13:02:57,DELIVERED,True,7,False,NONE,0
TXN_100131,426037232988,12510.08,2026-08-18 01:32:57,DELIVERED,True,15,False,NONE,0
TXN_100132,480615659007,14196.32,2026-08-01 05:28:57,DELIVERED,True,14,False,NONE,0
TXN_100133,454012178783,7207.0,2026-08-16 08:20:57,DELIVERED,True,5,False,NONE,0
TXN_100134,454775758589,12816.37,2026-08-19 09:48:57,DELIVERED,True,9,False,NONE,0
TXN_100135,465371715916,3369.38,2026-08-20 04:10:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100136,402085816511,5893.97,2026-08-18 17:45:57,DELIVERED,True,12,False,NONE,0
TXN_100137,475687017337,501.8,2026-08-18 06:30:57,DELIVERED,True,10,False,NONE,0
TXN_100138,492618358326,503.82,2026-08-29 14:11:57,DELIVERED,True,14,True,PAID_BUT_NOT_RECEIVED,1
TXN_100139,423457816221,849.24,2026-08-17 14:12:57,DELIVERED,True,6,False,NONE,0
TXN_100140,461038616156,4970.0,2026-08-17 14:14:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100141,436170345521,12540.17,2026-08-21 17:50:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100142,498867498374,8137.34,2026-08-16 06:23:57,DELIVERED,True,4,False,NONE,0
TXN_100143,411382282231,11740.37,2026-08-30 00:01:57,DELIVERED,True,1,False,NONE,0
TXN_100144,403239406957,14249.21,2026-08-09 09:53:57,DELIVERED,True,14,False,NONE,0
TXN_100145,481691910134,2370.5,2026-08-06 02:00:57,DELIVERED,True,8,False,NONE,0
TXN_100146,415760205745,8503.15,2026-08-10 06:12:57,DELIVERED,True,8,False,NONE,0
TXN_100147,437363917552,11526.78,2026-08-07 23:24:57,DELIVERED,True,20,True,PAID_BUT_NOT_RECEIVED,1
TXN_100148,497701596735,1806.54,2026-08-07 19:00:57,DELIVERED,True,5,False,NONE,0
TXN_100149,477773691925,482.61,2026-08-14 12:52:57,DELIVERED,True,10,False,NONE,0
TXN_100150,455654928546,6010.15,2026-08-09 08:45:57,DELIVERED,True,2,False,NONE,0
TXN_100151,497032321460,12475.52,2026-08-11 09:23:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100152,494926943276,11609.97,2026-08-27 15:56:57,DELIVERED,True,13,False,NONE,0
TXN_100153,481534990643,11761.27,2026-08-16 03:22:57,DELIVERED,True,9,False,NONE,0
TXN_100154,492034182760,5621.51,2026-08-23 08:46:57,DELIVERED,True,11,False,NONE,0
TXN_100155,401465576748,12758.68,2026-08-22 15:33:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100156,456287860835,14415.73,2026-08-29 06:21:57,DELIVERED,True,15,False,NONE,0
TXN_100157,463688812930,10638.9,2026-08-20 03:48:57,DELIVERED,True,6,True,PAID_BUT_NOT_RECEIVED,1
TXN_100158,471871103554,14485.56,2026-08-12 15:08:57,DELIVERED,True,20,True,PAID_BUT_NOT_RECEIVED,1
TXN_100159,462206148127,6590.06,2026-08-27 07:16:57,DELIVERED,True,5,False,NONE,0
TXN_100160,412604105020,4256.03,2026-08-20 20:31:57,DELIVERED,True,8,True,PAID_BUT_NOT_RECEIVED,1
TXN_100161,463352813247,8590.76,2026-08-17 14:05:57,DELIVERED,True,6,False,NONE,0
TXN_100162,464547774977,12779.2,2026-08-08 14:45:57,DELIVERED,True,16,True,PAID_BUT_NOT_RECEIVED,1
TXN_100163,448155688071,11987.7,2026-08-15 19:52:57,DELIVERED,True,9,True,PAID_BUT_NOT_RECEIVED,1
TXN_100164,485385324134,10547.64,2026-08-12 21:53:57,DELIVERED,True,9,False,NONE,0
TXN_100165,468763075434,14226.13,2026-08-04 05:38:57,DELIVERED,True,4,False,NONE,0
TXN_100166,458927271989,7379.81,2026-08-11 06:37:57,DELIVERED,True,23,True,PAID_BUT_NOT_RECEIVED,1
TXN_100167,487944150250,10706.45,2026-08-20 17:39:57,DELIVERED,True,13,False,NONE,0
TXN_100168,408663993845,4484.11,2026-08-18 17:50:57,DELIVERED,True,12,False,NONE,0
TXN_100169,439699693379,9993.0,2026-08-17 03:12:57,DELIVERED,True,8,False,NONE,0
TXN_100170,471096624966,5221.99,2026-08-25 09:18:57,DELIVERED,True,6,False,NONE,0
TXN_100171,496000295209,6860.8,2026-08-14 07:02:57,DELIVERED,True,9,True,PAID_BUT_NOT_RECEIVED,1
TXN_100172,413875055243,10847.14,2026-08-14 16:47:57,DELIVERED,True,2,False,NONE,0
TXN_100173,476205093898,14268.08,2026-08-08 18:21:57,DELIVERED,True,4,False,NONE,0
TXN_100174,499713612762,7314.56,2026-08-27 04:07:57,DELIVERED,True,13,False,NONE,0
TXN_100175,483857676819,4316.68,2026-08-04 21:56:57,DELIVERED,True,27,True,PAID_BUT_NOT_RECEIVED,1
TXN_100176,439488434329,3489.5,2026-08-08 12:07:57,DELIVERED,True,5,False,NONE,0
TXN_100177,494550047269,8058.61,2026-08-12 19:45:57,DELIVERED,True,2,True,PAID_BUT_NOT_RECEIVED,1
TXN_100178,408479532170,8345.05,2026-08-06 02:03:57,DELIVERED,True,11,False,NONE,0
TXN_100179,414993209840,13103.52,2026-08-26 11:09:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100180,465645737553,7232.84,2026-08-15 20:16:57,DELIVERED,True,3,False,NONE,0
TXN_100181,408441748123,3861.93,2026-08-22 01:56:57,DELIVERED,True,2,False,NONE,0
TXN_100182,412120894428,6070.54,2026-08-03 17:03:57,DELIVERED,True,10,False,NONE,0
TXN_100183,492897761932,898.78,2026-08-07 03:05:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100184,480793240013,14241.97,2026-08-04 05:10:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100185,434333616916,1864.93,2026-08-19 06:42:57,DELIVERED,True,10,False,NONE,0
TXN_100186,432720857666,11657.83,2026-08-17 15:36:57,DELIVERED,True,15,True,PAID_BUT_NOT_RECEIVED,1
TXN_100187,464031538749,4530.56,2026-08-27 02:57:57,DELIVERED,True,14,True,PAID_BUT_NOT_RECEIVED,1
TXN_100188,478621009477,9353.31,2026-08-28 02:00:57,DELIVERED,True,12,False,NONE,0
TXN_100189,429045734699,9420.17,2026-08-12 09:11:57,DELIVERED,True,11,False,NONE,0
TXN_100190,421823534004,3673.99,2026-08-25 11:03:57,DELIVERED,True,2,False,NONE,0
TXN_100191,400672302490,6186.91,2026-08-27 08:44:57,DELIVERED,True,8,False,NONE,0
TXN_100192,405545916432,3549.0,2026-08-13 04:56:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100193,410539984290,10342.04,2026-08-12 09:05:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100194,479994015016,9951.63,2026-08-09 08:12:57,DELIVERED,True,14,True,PAID_BUT_NOT_RECEIVED,1
TXN_100195,473507404483,3449.66,2026-08-07 02:52:57,DELIVERED,True,15,False,NONE,0
TXN_100196,409200834792,988.61,2026-08-14 08:07:57,DELIVERED,True,10,False,NONE,0
TXN_100197,461369115197,1952.87,2026-08-14 04:16:57,DELIVERED,True,23,True,PAID_BUT_NOT_RECEIVED,1
TXN_100198,469888765221,8145.73,2026-08-20 06:16:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100199,481949873752,693.93,2026-08-20 00:01:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100200,446104472157,9095.33,2026-08-01 12:23:57,DELIVERED,True,3,True,PAID_BUT_NOT_RECEIVED,1
TXN_100201,481005303147,8848.13,2026-08-01 06:47:57,DELIVERED,True,25,True,PAID_BUT_NOT_RECEIVED,1
TXN_100202,478466952366,699.45,2026-08-08 07:29:57,DELIVERED,True,8,False,NONE,0
TXN_100203,488128278634,6689.22,2026-08-12 23:57:57,DELIVERED,True,3,False,NONE,0
TXN_100204,481591259548,6594.69,2026-08-22 17:13:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100205,412751995138,7103.15,2026-08-18 22:09:57,DELIVERED,True,11,True,PAID_BUT_NOT_RECEIVED,1
TXN_100206,491573247933,1658.54,2026-08-07 15:47:57,DELIVERED,True,6,False,NONE,0
TXN_100207,496257282718,7482.49,2026-08-18 13:32:57,DELIVERED,True,14,False,NONE,0
TXN_100208,476280765693,646.79,2026-08-04 08:19:57,DELIVERED,True,11,True,PAID_BUT_NOT_RECEIVED,1
TXN_100209,444033717762,1827.23,2026-08-18 17:36:57,DELIVERED,True,14,False,NONE,0
TXN_100210,404243939720,9899.14,2026-08-25 00:47:57,DELIVERED,True,8,False,NONE,0
TXN_100211,406069852114,2894.98,2026-08-16 19:17:57,DELIVERED,True,10,False,NONE,0
TXN_100212,467673408059,9418.59,2026-08-02 16:30:57,DELIVERED,True,7,True,PAID_BUT_NOT_RECEIVED,1
TXN_100213,474161441848,2052.1,2026-08-13 10:44:57,DELIVERED,True,15,True,PAID_BUT_NOT_RECEIVED,1
TXN_100214,498272487905,7322.21,2026-08-01 15:39:57,DELIVERED,True,11,False,NONE,0
TXN_100215,495517055292,2459.83,2026-08-25 09:47:57,DELIVERED,True,1,True,PAID_BUT_NOT_RECEIVED,1
TXN_100216,458206476598,1488.82,2026-08-05 12:03:57,DELIVERED,True,8,False,NONE,0
TXN_100217,416952496822,9750.87,2026-08-07 08:18:57,DELIVERED,True,8,False,NONE,0
TXN_100218,498494994908,4448.74,2026-08-12 18:47:57,DELIVERED,True,14,True,PAID_BUT_NOT_RECEIVED,1
TXN_100219,468009621472,14705.65,2026-08-11 10:21:57,DELIVERED,True,15,True,PAID_BUT_NOT_RECEIVED,1
TXN_100220,419547534656,5815.43,2026-08-27 14:48:57,DELIVERED,True,17,True,PAID_BUT_NOT_RECEIVED,1
TXN_100221,434659570391,11612.86,2026-08-19 05:21:57,DELIVERED,True,11,True,PAID_BUT_NOT_RECEIVED,1
TXN_100222,436540455091,12326.19,2026-08-13 05:04:57,DELIVERED,True,12,False,NONE,0
TXN_100223,479830289645,14983.64,2026-08-22 14:57:57,DELIVERED,True,14,False,NONE,0
TXN_100224,460767754594,8124.85,2026-08-16 01:06:57,DELIVERED,True,6,False,NONE,0
TXN_100225,453873621917,6884.63,2026-08-14 23:36:57,DELIVERED,True,14,False,NONE,0
TXN_100226,433060504030,8619.78,2026-08-10 23:14:57,DELIVERED,True,14,False,NONE,0
TXN_100227,459165513007,750.34,2026-08-21 20:44:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100228,455024582255,5852.57,2026-08-30 00:18:57,DELIVERED,True,3,False,NONE,0
TXN_100229,417338867216,7584.14,2026-08-27 04:46:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100230,463758958832,1585.7,2026-08-21 03:13:57,DELIVERED,True,1,True,PAID_BUT_NOT_RECEIVED,1
TXN_100231,420282741795,6208.68,2026-08-30 03:19:57,DELIVERED,True,5,True,PAID_BUT_NOT_RECEIVED,1
TXN_100232,464745894332,11744.73,2026-08-12 09:36:57,DELIVERED,True,6,False,NONE,0
TXN_100233,497166159255,6022.5,2026-08-03 23:51:57,DELIVERED,True,14,False,NONE,0
TXN_100234,453831497941,14316.68,2026-08-28 20:45:57,DELIVERED,True,12,False,NONE,0
TXN_100235,406618613389,9300.15,2026-08-11 00:33:57,DELIVERED,True,11,False,NONE,0
TXN_100236,499761293937,1446.65,2026-08-04 19:39:57,DELIVERED,True,25,True,PAID_BUT_NOT_RECEIVED,1
TXN_100237,497211206703,13101.43,2026-08-20 12:44:57,DELIVERED,True,3,False,NONE,0
TXN_100238,441635417962,13561.02,2026-08-02 10:22:57,DELIVERED,True,6,False,NONE,0
TXN_100239,407714377458,4471.18,2026-08-17 09:33:57,DELIVERED,True,14,True,PAID_BUT_NOT_RECEIVED,1
TXN_100240,430689988576,8014.38,2026-08-26 02:16:57,DELIVERED,True,11,False,NONE,0
TXN_100241,424878681702,2632.76,2026-08-03 22:23:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100242,483247393883,10278.71,2026-08-22 23:43:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100243,481229982109,2232.45,2026-08-21 07:49:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100244,437099517893,6947.6,2026-07-31 18:23:57,DELIVERED,True,15,False,NONE,0
TXN_100245,463585414880,13528.02,2026-08-25 05:09:57,DELIVERED,True,3,False,NONE,0
TXN_100246,460446776592,14184.01,2026-08-27 01:55:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100247,487184203626,14434.23,2026-08-11 17:18:57,DELIVERED,True,8,False,NONE,0
TXN_100248,442285258394,3068.33,2026-08-17 20:19:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100249,468089557330,1689.13,2026-08-17 16:41:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100250,449701029528,8664.7,2026-08-13 18:36:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
TXN_100251,493759297403,5997.51,2026-07-31 16:58:57,DELIVERED,True,10,False,NONE,0
TXN_100252,493909749400,11696.84,2026-08-02 13:42:57,DELIVERED,True,15,False,NONE,0
TXN_100253,433495849178,9145.27,2026-08-16 08:57:57,FAILED,False,0,True,PAID_BUT_NOT_RECEIVED,0
